Months_as_a_Customer	Number_of_Products	RFM_Score	Average_Balance_Feed_Index	Number_of_Transactions	Personal_Debt_to_Equity_Ratio	Months_Current_Account	Number_of_Loan_Accounts	Customer_ID	Has_Bad_Payment_Record	Members_Within_Household	Number_of_Call_Center_Contacts	Weeks_Since_Last_Offer	Accepted_Personal_Loan	Accepted_Retention	Accepted_Home_Equity_Loan	Accepted_Credit_Card	Annual_value	Interested_in_Personal_Loan	Interested_in_Retention	Interested_in_Home_Equity_Loan	Interested_in_Credit_Card
36	16	23	440	16	29	30	0	34949	0	6	11	51	F	F	F	F	480	F	T	F	T
24	3	8	129	1	34	16	0	35038	0	4	10	29	T	F	T	T	90	F	T	F	F
0	1	0	0	0	44	-3	4	34968	0	1	11	41	F	F	T	F	430	F	F	F	F
36	0	0	0	0	24	30	0	35019	0	5	11	44	T	F	F	T	0	T	F	F	F
24	39	22	458	15	43	16	0	35118	0	2	10	38	F	F	F	F	1170	F	F	F	F
12	1	0	0	0	36	0	0	34926	0	2	11	17	F	F	F	F	30	F	F	F	F
36	0	0	0	0	41	24	0	35046	0	6	9	1	F	T	F	F	0	F	T	F	F
12	0	0	0	0	28	8	2	35236	0	5	11	22	F	F	F	F	200	F	T	F	F
24	0	0	0	0	41	17	1	35304	0	1	0	44	F	F	T	F	100	F	F	F	F
12	1	0	0	0	21	0	0	35406	0	6	0	26	F	T	T	F	30	F	F	F	F
24	0	0	0	0	52	14	0	35465	0	6	8	36	F	F	F	T	0	F	F	F	F
36	0	0	0	0	18	25	0	35360	1	3	1	45	F	F	F	F	0	F	F	F	F
36	4	13	25	1	42	25	2	35402	0	4	10	21	F	F	F	F	320	F	F	F	F
36	0	0	0	0	26	30	0	35552	0	4	9	46	F	F	F	T	0	F	F	F	F
36	6	13	699	3	28	32	0	35555	0	4	10	45	F	F	T	F	180	F	F	F	F
0	0	0	0	0	49	-5	1	35606	0	4	10	32	F	T	F	T	100	F	F	F	F
36	0	0	0	0	48	31	4	35624	0	4	11	27	F	F	F	F	400	F	F	F	F
48	0	0	0	0	53	41	1	35667	0	3	9	15	T	F	F	F	100	F	F	T	F
36	0	0	0	0	35	34	1	35724	0	4	11	38	F	F	F	T	100	F	F	F	F
0	1	0	0	0	60	-2	0	35447	0	3	0	36	F	T	T	F	30	F	F	F	F
12	0	0	0	0	14	10	2	35577	0	6	8	42	F	F	F	F	200	F	F	F	F
24	2	8	279	1	21	15	1	35935	0	6	9	38	F	F	F	F	160	F	F	F	F
24	0	0	0	0	46	23	2	35960	0	3	8	49	F	F	T	F	200	F	T	F	F
12	5	12	63	3	48	9	2	35636	0	6	10	46	F	F	F	F	350	F	F	F	F
36	3	12	126	2	26	24	3	36001	0	3	11	18	F	F	F	F	390	F	F	F	T
12	0	0	0	0	23	9	0	36144	0	1	11	2	F	F	F	F	0	F	T	F	F
36	23	18	459	11	16	33	0	35928	0	4	11	27	F	T	F	F	690	F	F	F	F
12	0	0	0	0	40	9	0	35995	0	6	7	18	F	F	F	F	0	F	F	T	F
12	4	10	159	2	28	6	3	35823	0	5	0	42	F	T	F	F	420	F	F	F	F
24	0	0	0	0	23	21	2	36476	0	4	10	21	F	F	F	F	200	F	F	F	F
24	0	0	0	0	41	14	0	36046	0	3	10	6	F	F	F	F	0	F	T	F	F
48	0	0	0	0	26	36	0	36196	0	6	10	5	F	F	F	T	0	F	F	F	F
24	3	11	209	2	39	13	1	36256	0	4	10	16	F	F	F	F	190	F	F	F	F
24	3	12	128	2	34	11	0	36560	0	3	10	25	F	F	F	F	90	F	F	F	F
0	1	0	0	0	43	-1	1	36431	0	3	9	23	F	F	F	F	130	F	F	F	F
36	0	0	0	0	37	34	0	36497	0	2	7	25	F	F	T	F	0	F	F	F	F
48	0	0	0	0	32	39	1	36407	0	3	10	15	F	T	F	F	100	F	F	F	T
36	0	0	0	0	33	35	1	36421	0	1	9	18	F	F	F	T	100	F	F	T	F
24	0	0	0	0	42	15	0	36581	0	1	8	22	F	F	F	F	0	F	F	F	F
36	0	0	0	0	42	32	0	36640	0	6	10	44	F	T	F	T	0	F	F	F	F
24	1	10	49	1	27	17	2	36706	0	4	11	5	F	F	F	F	230	T	F	F	F
24	0	0	0	0	40	17	0	36755	0	1	11	49	F	F	F	F	0	F	F	F	F
36	0	0	0	0	45	30	0	18150	0	2	9	51	F	F	F	F	0	F	F	F	F
24	0	0	0	0	36	23	1	18452	0	5	10	41	F	F	T	F	100	F	F	F	F
12	2	0	0	0	34	0	0	18468	0	5	10	16	F	F	T	F	60	F	F	F	F
0	0	0	0	0	54	-5	2	18552	0	6	9	28	F	F	F	F	200	T	F	F	F
12	0	0	0	0	55	5	0	18636	0	2	9	18	T	F	F	F	0	F	T	F	T
24	0	0	0	0	36	18	1	18956	0	1	10	3	F	F	F	F	100	T	F	F	F
12	0	0	0	0	39	5	0	19038	0	4	10	5	F	F	F	F	0	F	F	F	F
36	0	0	0	0	36	28	0	19188	0	2	10	5	F	T	F	F	0	F	F	F	F
12	5	8	149	1	22	8	1	19220	0	6	11	37	F	F	F	F	250	F	F	F	F
24	0	0	0	0	37	15	2	19256	0	3	8	49	F	F	F	F	200	F	F	F	F
12	0	0	0	0	62	5	0	20015	0	7	9	6	F	F	F	T	0	F	F	F	T
0	0	0	0	0	35	-4	0	24179	0	5	9	38	F	F	F	F	0	T	F	F	F
36	0	0	0	0	59	35	1	26216	0	6	11	23	F	F	F	F	100	F	F	F	F
0	0	0	0	0	51	-3	1	24366	0	7	11	47	F	F	F	F	100	F	F	T	F
0	0	0	0	0	28	-5	2	24398	0	6	10	24	F	F	F	F	200	F	F	F	T
24	3	9	124	2	31	21	1	26493	0	6	9	15	F	F	F	F	190	F	F	T	T
24	4	10	174	3	47	19	3	37298	0	2	8	11	F	F	F	F	420	F	F	F	F
12	0	0	0	0	32	0	6	37387	0	3	9	3	T	F	F	F	600	F	F	F	F
24	0	0	0	0	44	23	0	24647	0	2	10	45	T	T	F	F	0	F	F	F	T
24	0	0	0	0	39	19	1	37546	0	5	8	23	F	T	F	F	100	F	F	T	F
36	3	12	182	2	33	35	1	37664	0	6	6	37	F	F	F	F	190	F	F	T	F
0	0	0	0	0	24	-4	0	37832	0	2	6	32	F	F	F	F	0	F	F	F	F
36	4	11	95	3	52	25	2	38048	0	3	9	8	T	F	F	F	320	F	F	F	F
24	4	11	148	3	37	11	4	38107	0	1	9	28	F	F	F	F	520	F	F	F	F
24	0	0	0	0	29	18	1	25017	0	3	8	44	F	F	F	F	100	F	F	F	F
24	5	13	294	3	44	20	2	25033	0	4	10	1	F	F	F	F	350	F	F	F	F
12	6	8	759	1	34	6	1	25067	0	1	5	23	F	F	F	F	280	F	F	F	F
48	0	0	0	0	82	40	2	25216	0	3	9	47	F	F	F	F	200	F	F	F	F
12	3	7	149	1	39	8	3	25336	0	2	11	21	F	F	F	F	390	F	F	F	F
24	0	0	0	0	38	12	0	25436	0	5	9	40	F	F	F	F	0	F	F	F	F
24	0	0	0	0	51	18	1	25553	0	5	9	15	T	F	F	F	100	F	F	F	F
12	0	0	0	0	47	6	1	25568	0	4	10	26	F	F	F	F	100	F	F	F	F
36	2	9	70	1	25	29	4	38382	0	5	11	46	F	F	F	F	460	F	F	F	F
36	2	8	199	1	40	28	1	25717	0	2	7	7	F	F	F	F	160	F	F	F	F
36	0	0	0	0	38	28	2	25936	0	5	9	30	F	F	F	F	200	F	F	F	T
24	0	0	0	0	30	17	1	26085	0	2	8	26	T	F	F	F	100	F	F	F	F
36	38	28	199	22	63	30	2	15435	0	5	0	22	F	F	F	T	1340	F	T	F	F
36	0	0	0	0	39	27	4	15487	0	1	9	9	F	F	T	F	400	F	F	F	F
24	0	0	0	0	27	15	0	15655	0	6	9	18	F	F	F	F	0	F	F	F	F
0	0	0	0	0	42	-4	0	15894	0	5	9	41	F	F	T	F	0	F	F	F	F
36	0	0	0	0	43	32	1	26942	0	6	9	47	F	T	F	F	100	F	F	F	F
36	0	0	0	0	41	23	0	26983	0	3	7	47	F	F	F	F	0	F	F	F	F
0	1	0	0	0	19	-3	0	27076	0	4	0	1	F	T	F	F	30	F	F	F	F
24	0	0	0	0	43	19	2	27183	0	2	11	20	T	F	F	F	200	F	F	F	F
12	0	0	0	0	38	9	1	27208	0	5	9	24	T	F	F	F	100	F	F	F	F
36	4	9	248	2	32	23	4	27262	0	6	8	20	F	F	F	F	520	F	F	F	F
12	0	0	0	0	25	9	1	4148	0	2	10	44	T	F	F	F	100	F	T	F	F
36	6	12	461	5	41	33	1	38791	0	4	0	9	F	F	F	F	280	F	F	F	F
24	0	0	0	0	44	15	0	31493	0	3	11	17	F	F	F	F	0	F	F	F	F
48	0	0	0	0	39	36	1	31544	0	6	0	41	F	F	T	F	100	F	F	T	F
24	25	28	663	21	47	20	2	31500	0	2	5	37	F	F	F	F	950	F	F	F	F
48	0	0	0	0	46	40	1	31502	0	5	0	20	F	F	F	F	100	F	F	F	F
24	6	11	70	3	33	14	1	31601	0	6	7	28	F	F	T	F	280	F	F	F	F
0	0	0	0	0	61	-6	0	31616	0	3	10	7	F	F	F	F	0	F	T	F	F
0	0	0	0	0	47	-3	1	31596	0	6	11	9	F	F	F	F	100	F	F	F	F
0	0	0	0	0	56	-6	4	31707	0	7	8	4	F	F	F	F	400	F	F	F	F
24	1	8	349	1	30	14	0	31843	0	5	10	9	F	F	F	F	30	F	F	F	F
36	0	0	0	0	27	25	4	42512	0	1	1	7	F	F	F	F	400	F	F	F	F
12	0	0	0	0	39	8	0	42541	0	1	9	49	F	F	F	F	0	F	T	F	F
36	0	0	0	0	43	28	1	42703	0	3	9	1	F	F	F	F	100	F	T	F	F
36	3	8	130	2	40	25	1	42907	0	6	11	13	F	F	F	T	190	F	F	F	F
0	0	0	0	0	44	-4	0	42976	0	4	9	23	F	F	F	T	0	F	F	F	F
12	0	0	0	0	25	0	0	42803	0	1	7	52	F	F	F	F	0	F	T	F	F
0	0	0	0	0	31	-6	1	42864	0	1	11	36	T	F	F	T	100	F	F	F	F
12	0	0	0	0	33	6	0	42951	0	5	7	11	F	F	F	F	0	F	T	T	T
12	0	0	0	0	39	10	0	43048	0	4	0	25	F	F	F	F	0	F	F	F	F
36	0	0	0	0	37	24	1	43062	0	4	0	20	F	F	T	F	100	F	F	F	F
24	3	11	89	2	40	16	1	43121	0	1	9	11	T	F	F	F	190	F	F	T	F
24	0	0	0	0	66	13	1	43246	0	6	11	47	F	F	F	F	100	F	F	F	T
48	0	0	0	0	45	37	0	43269	0	3	0	34	F	F	F	F	0	F	F	F	F
12	4	12	118	3	45	6	0	43118	0	4	9	11	F	F	F	F	120	F	F	F	F
36	0	0	0	0	36	24	0	43360	0	6	9	39	F	F	F	F	0	F	F	F	F
36	18	21	558	14	24	25	0	43383	0	4	7	15	F	F	T	F	540	F	F	F	F
36	6	10	60	3	50	35	2	43416	0	5	11	47	F	F	F	F	380	F	F	T	F
36	0	0	0	0	36	26	1	43549	0	4	10	31	F	T	T	T	100	F	F	F	F
0	9	0	0	0	34	-2	0	43353	0	1	11	27	F	F	F	F	270	F	F	F	F
12	0	0	0	0	42	0	0	43412	0	6	8	41	F	F	F	F	0	F	F	T	F
36	1	9	89	1	41	26	5	43453	0	6	10	45	F	F	F	F	530	F	F	F	F
24	0	0	0	0	38	22	1	43724	0	1	9	18	F	F	T	F	100	F	F	F	F
36	0	0	0	0	43	23	3	43768	0	1	0	13	F	F	F	F	300	F	F	F	F
24	3	12	189	2	28	20	1	43573	0	2	11	33	F	F	T	F	190	F	F	F	T
48	0	0	0	0	30	40	1	43648	0	4	8	33	T	T	F	F	100	F	T	F	F
36	0	0	0	0	44	27	5	43698	0	6	8	12	F	F	F	F	500	F	F	F	F
0	6	0	0	0	61	-1	1	43808	0	2	0	43	F	F	F	F	280	F	F	F	F
12	2	8	67	2	60	9	0	43827	0	2	8	18	F	F	F	T	60	F	F	F	T
48	0	0	0	0	62	35	4	43841	0	7	11	2	F	F	F	F	400	F	F	F	F
0	0	0	0	0	24	-2	3	43893	0	5	11	13	T	F	F	F	300	F	F	F	F
12	0	0	0	0	18	9	1	43944	0	1	10	51	F	F	F	F	100	F	F	F	F
0	9	0	0	0	26	-2	2	43737	0	1	8	30	F	F	F	F	470	F	F	F	F
0	0	0	0	0	51	-5	1	4541	0	4	11	41	F	F	F	F	100	F	F	F	F
0	0	0	0	0	39	-6	0	4571	0	3	10	20	F	F	F	F	0	F	F	F	F
24	2	11	35	1	18	18	0	4605	0	6	10	42	T	F	F	F	60	F	T	F	F
24	0	0	0	0	46	18	1	4675	0	4	10	13	F	T	F	F	100	F	T	F	F
24	0	0	0	0	56	20	0	4816	0	4	0	18	F	F	F	T	0	F	F	F	T
12	0	0	0	0	38	5	1	4855	0	1	10	34	F	F	F	F	100	F	F	F	F
24	0	0	0	0	33	20	1	31913	0	1	7	9	F	T	F	F	100	F	F	F	F
36	3	13	64	1	41	25	0	31972	0	6	11	50	F	F	F	F	90	F	F	F	F
24	22	18	544	11	29	17	1	32013	0	4	11	3	F	F	F	F	760	T	F	F	F
12	0	0	0	0	31	9	2	22096	0	1	8	44	F	T	F	F	200	T	F	F	F
24	0	0	0	0	32	23	1	44060	0	2	10	32	F	F	F	T	100	F	T	F	F
24	14	21	664	14	53	17	1	43971	0	3	11	43	F	F	F	F	520	F	F	F	F
12	0	0	0	0	13	10	1	36832	0	5	0	28	F	F	F	T	100	F	F	F	F
36	2	8	129	1	30	34	0	37037	0	2	10	1	F	F	F	T	60	F	F	F	F
48	0	0	0	0	46	38	0	36931	0	5	9	26	T	F	F	F	0	F	F	F	F
0	0	0	0	0	37	-4	1	36966	0	2	11	22	F	F	T	F	100	F	F	F	F
0	0	0	0	0	45	-4	0	37109	0	2	9	24	F	F	T	F	0	F	F	F	F
12	2	8	249	1	35	6	0	37085	0	3	11	29	F	F	F	T	60	F	F	F	F
12	37	23	474	15	26	8	0	47851	0	2	10	20	T	T	F	T	1110	F	T	F	F
36	1	8	179	1	37	34	0	47830	0	4	11	35	F	F	F	T	30	F	F	F	F
24	3	8	179	1	64	19	0	47973	0	4	9	26	F	F	F	F	90	F	F	F	F
0	0	0	0	0	62	-5	1	48046	0	4	0	32	F	F	F	F	100	F	F	F	F
0	0	0	0	0	50	-5	0	48229	0	3	10	4	F	F	F	F	0	F	F	F	F
0	0	0	0	0	34	-3	2	48431	0	2	10	33	F	F	F	F	200	F	T	F	F
36	2	7	25	1	38	30	0	48579	0	1	8	6	F	F	F	F	60	F	T	F	F
36	29	36	529	29	30	26	0	48406	0	4	10	52	F	F	F	F	870	F	F	T	T
24	0	0	0	0	43	14	0	48488	0	5	0	6	F	F	F	F	0	F	F	F	F
36	3	10	249	1	36	25	0	48538	0	4	11	44	T	F	F	F	90	F	T	F	F
48	0	0	0	0	31	36	0	48628	0	6	11	13	F	F	F	F	0	F	F	F	F
24	0	0	0	0	55	14	1	48687	0	5	11	44	F	F	F	F	100	F	F	F	F
36	0	0	0	0	41	28	1	48766	0	3	11	35	F	F	F	F	100	F	F	F	F
24	4	11	948	2	83	16	1	48835	0	4	11	33	F	T	F	F	220	F	F	F	F
48	0	0	0	0	53	35	4	48969	0	3	9	13	F	F	F	F	400	F	T	F	F
12	3	9	158	2	38	5	0	48996	0	2	9	22	F	F	F	F	90	F	F	F	F
12	0	0	0	0	24	5	1	49121	0	1	8	19	F	F	F	T	100	F	F	F	F
36	2	8	119	1	34	31	5	49244	0	4	10	1	F	F	F	F	560	F	F	F	F
0	0	0	0	0	41	-6	1	49116	0	1	10	7	F	F	F	F	100	F	F	F	F
36	3	14	343	2	35	35	2	48841	0	3	9	2	F	F	F	F	290	F	F	F	F
24	0	0	0	0	28	22	0	49006	0	2	0	11	T	F	F	F	0	F	F	F	F
48	2	8	59	2	41	36	0	22807	0	2	11	31	F	F	F	F	60	F	F	F	T
36	5	10	244	2	35	25	3	23030	0	6	9	18	T	F	T	F	450	F	T	F	F
36	0	0	0	0	28	26	0	23593	0	6	10	12	T	F	F	F	0	F	F	F	F
0	0	0	0	0	32	-6	0	23791	0	3	8	40	F	F	F	F	0	F	F	F	F
24	3	13	109	1	47	20	3	23909	0	6	10	19	F	F	F	F	390	F	F	F	F
36	19	20	690	13	31	31	2	26303	0	3	10	21	F	F	F	F	770	F	F	F	F
24	37	31	326	23	50	13	3	26488	0	5	11	25	T	F	F	T	1410	F	F	F	F
24	0	0	0	0	43	16	0	49376	0	6	10	30	F	F	F	T	0	F	F	F	F
24	0	0	0	0	43	16	0	49393	0	1	10	11	F	F	F	F	0	F	F	F	F
12	0	0	0	0	37	6	2	26556	0	1	11	40	F	F	F	F	200	T	F	F	F
24	1	8	109	1	52	18	0	37199	0	5	9	33	F	F	T	F	30	F	F	F	F
48	5	9	518	2	24	35	5	37251	0	5	0	13	F	F	F	F	650	F	F	F	F
12	1	10	199	1	38	8	0	37317	0	4	10	18	F	F	F	F	30	T	F	T	F
48	2	7	49	1	58	35	2	26261	0	2	9	24	F	F	F	T	260	F	T	F	F
12	3	9	209	2	47	8	0	26447	0	5	9	11	T	F	F	F	90	F	T	F	F
36	3	8	349	1	45	34	1	37499	0	5	8	42	F	F	F	F	190	F	F	T	F
36	2	8	129	1	40	34	3	37223	0	2	11	51	F	F	F	F	360	F	F	F	F
24	0	0	0	0	38	22	0	37834	0	3	10	22	T	T	T	F	0	F	F	T	T
36	0	0	0	0	54	33	1	37441	0	5	11	51	T	F	F	F	100	F	F	F	T
12	0	0	0	0	37	10	0	37936	0	3	0	6	F	F	F	F	0	F	F	T	F
24	0	0	0	0	30	20	0	37860	0	3	11	21	F	F	F	F	0	F	F	F	F
24	0	0	0	0	42	19	1	38152	0	1	9	35	F	T	T	F	100	F	F	F	T
36	0	0	0	0	36	28	0	38169	0	1	10	34	F	F	F	F	0	F	F	F	F
36	5	11	694	3	51	27	3	37892	1	5	1	29	T	F	F	F	450	F	F	F	F
36	1	9	179	1	73	31	1	38127	0	4	0	19	F	F	F	F	130	F	F	F	F
36	0	0	0	0	23	33	0	38453	0	2	10	41	F	F	F	F	0	F	T	F	T
12	0	0	0	0	29	0	3	38519	0	1	10	27	F	F	F	F	300	F	F	F	F
24	0	0	0	0	30	11	0	38160	0	4	11	15	F	F	F	F	0	F	F	F	F
36	0	0	0	0	37	24	0	38229	0	4	11	21	F	F	F	F	0	F	F	F	F
36	6	13	98	3	22	23	0	38786	0	1	11	40	F	F	F	F	180	F	F	T	F
0	0	0	0	0	49	-6	2	38362	0	5	10	8	F	F	F	F	200	F	F	F	F
0	2	0	0	0	23	-1	0	38429	0	3	11	44	T	F	F	F	60	F	F	F	F
36	0	0	0	0	30	26	1	27587	0	4	0	48	F	F	F	F	100	F	F	F	F
48	0	0	0	0	52	37	1	27669	0	6	8	24	F	F	F	F	100	F	F	F	F
36	0	0	0	0	33	34	0	27737	0	3	11	46	T	F	F	T	0	F	F	F	F
0	0	0	0	0	64	-2	0	28187	0	3	11	10	F	F	F	T	0	F	F	F	F
36	0	0	0	0	33	33	3	28305	0	1	8	39	F	T	F	F	300	F	F	F	F
24	1	11	89	1	51	15	3	28414	0	4	10	46	F	T	F	F	330	F	F	F	F
0	3	0	0	0	44	-2	0	28687	0	1	0	2	F	T	F	F	90	F	F	T	F
24	2	10	343	2	49	19	4	28764	0	2	10	20	T	T	F	F	460	F	F	F	F
0	0	0	0	0	33	-4	7	28771	0	3	0	4	F	T	F	F	700	F	F	F	F
0	0	0	0	0	38	-4	0	28789	0	4	6	22	F	F	F	F	0	F	F	F	F
36	0	0	0	0	33	32	2	28814	0	3	9	49	F	F	F	F	200	F	F	T	F
36	3	12	169	1	49	31	1	28816	0	3	0	25	F	F	T	T	190	F	F	F	F
36	0	0	0	0	32	26	3	28839	0	5	11	40	F	F	F	F	300	F	F	F	F
36	0	0	0	0	50	31	1	28939	0	6	8	31	F	F	F	T	100	F	F	T	F
36	0	0	0	0	43	30	1	29066	0	3	9	34	F	F	F	F	100	F	F	F	F
24	0	0	0	0	29	11	2	29091	0	2	10	19	F	T	F	F	200	F	F	F	F
24	0	0	0	0	46	22	1	49289	0	3	7	35	F	F	T	F	100	F	F	F	F
12	0	0	0	0	16	7	0	49321	0	1	7	8	F	T	F	F	0	F	F	T	T
48	0	0	0	0	33	40	1	49550	0	4	8	23	F	T	F	F	100	F	F	F	F
48	22	18	444	11	41	38	3	49530	0	1	0	19	F	F	F	F	960	F	T	F	F
12	2	8	129	1	39	5	1	49668	0	4	11	50	F	T	F	F	160	F	T	F	F
0	2	0	0	0	34	-1	1	49701	0	5	9	2	F	F	F	F	160	F	F	F	F
24	0	0	0	0	38	11	0	49677	0	4	7	20	F	F	T	F	0	F	F	F	F
36	2	8	269	1	47	35	0	49792	0	5	10	33	F	F	F	T	60	F	T	F	F
24	0	0	0	0	39	11	0	49907	0	2	10	14	T	F	F	F	0	F	F	F	T
0	0	0	0	0	26	-2	0	49925	0	1	6	22	T	F	F	F	0	F	F	F	T
0	0	0	0	0	67	-7	1	49928	0	3	8	32	F	F	F	T	100	F	F	F	F
36	0	0	0	0	58	31	2	49992	0	6	10	15	F	F	F	F	200	F	F	F	F
24	0	0	0	0	44	13	1	49964	0	2	0	36	T	F	T	F	100	F	F	F	F
12	0	0	0	0	57	8	1	49884	0	4	7	4	F	F	F	F	100	F	F	F	F
24	3	9	89	2	39	16	2	49885	0	5	9	43	F	T	F	F	290	F	F	F	F
0	0	0	0	0	25	-2	1	49951	0	5	10	3	F	F	F	F	100	F	F	F	F
24	0	0	0	0	42	17	4	49952	0	6	0	34	F	F	F	F	400	F	T	F	F
36	0	0	0	0	37	29	0	50241	0	6	10	21	F	F	F	F	0	F	F	F	T
48	0	0	0	0	49	40	0	50282	0	2	9	11	F	F	F	F	0	F	F	F	F
0	1	0	0	0	36	-2	1	50560	0	1	9	39	F	F	F	F	130	F	F	F	F
0	3	0	0	0	41	-1	5	50185	0	2	9	31	F	F	F	T	590	F	F	F	F
24	0	0	0	0	37	19	2	50284	0	6	11	25	F	T	F	F	200	F	T	F	F
12	2	8	219	1	45	10	0	50464	0	3	10	9	F	F	F	T	60	T	T	F	F
0	0	0	0	0	40	-2	0	50616	0	3	9	34	F	F	F	F	0	F	F	F	F
48	0	0	0	0	35	40	0	50816	0	2	8	42	T	F	F	F	0	F	T	F	F
0	0	0	0	0	19	-3	0	50914	0	4	11	12	F	F	F	F	0	F	F	F	F
36	2	10	149	1	58	34	0	50873	0	7	10	4	F	F	F	F	60	F	F	F	F
36	1	7	119	1	42	30	1	50907	0	2	10	12	F	F	F	F	130	F	F	F	F
24	0	0	0	0	38	14	1	50988	0	5	11	13	F	T	F	F	100	T	F	F	F
36	0	0	0	0	40	33	2	51261	0	4	10	25	F	F	F	F	200	F	F	F	F
0	0	0	0	0	75	-4	2	51038	0	6	9	43	F	F	F	F	200	F	F	F	F
48	0	0	0	0	29	38	6	51221	0	1	11	41	T	F	T	F	600	F	F	F	F
12	1	0	0	0	23	0	0	51340	0	4	10	32	F	T	F	F	30	F	F	F	F
24	0	0	0	0	19	12	1	51390	0	6	10	35	F	F	F	T	100	F	T	T	F
0	0	0	0	0	55	-5	0	32774	0	2	10	34	F	F	F	T	0	F	F	F	F
36	5	14	188	2	46	32	1	33019	0	6	11	13	T	F	F	T	250	F	F	F	F
0	0	0	0	0	51	-4	1	33033	0	6	11	12	T	T	F	F	100	F	T	F	F
36	2	8	329	1	33	34	0	33083	0	4	0	14	F	F	F	F	60	F	F	F	F
0	0	0	0	0	18	-5	0	33308	0	1	11	21	F	T	F	F	0	F	F	F	F
12	2	13	249	1	29	10	1	33503	0	6	0	43	F	F	F	F	160	F	F	F	F
48	30	18	439	11	56	37	0	33512	0	4	8	5	F	F	F	F	900	F	F	F	F
48	9	16	436	9	35	35	1	33537	0	2	10	32	F	F	F	F	370	F	F	F	F
0	1	0	0	0	40	-3	0	33544	0	6	8	4	F	T	F	F	30	F	F	F	F
48	0	0	0	0	43	39	1	33560	0	2	10	44	F	F	F	F	100	F	F	F	F
0	0	0	0	0	22	-6	0	33728	0	2	9	21	F	F	F	F	0	F	F	T	F
24	0	0	0	0	22	13	7	33751	0	3	9	24	F	F	F	F	700	F	F	F	F
24	0	0	0	0	44	16	1	33905	0	2	10	50	F	F	F	F	100	F	F	F	F
48	0	0	0	0	55	38	0	33955	0	4	8	29	F	F	F	F	0	F	F	T	F
36	0	0	0	0	44	31	0	33980	0	3	0	32	T	F	F	F	0	F	F	F	F
36	2	11	213	2	32	30	2	34155	0	3	10	33	F	F	F	T	260	F	F	F	F
0	0	0	0	0	36	-5	1	34596	0	2	10	39	F	F	T	F	100	F	F	F	F
36	0	0	0	0	22	31	0	34696	0	4	11	31	F	F	F	F	0	F	F	F	F
48	2	10	129	1	43	39	0	34721	0	1	0	29	F	F	F	T	60	F	F	F	T
24	0	0	0	0	18	14	0	34730	0	3	0	16	F	F	T	F	0	F	F	F	F
48	0	0	0	0	38	39	1	51309	0	3	10	16	F	F	F	T	100	F	F	F	F
36	0	0	0	0	15	34	3	51445	0	6	11	8	F	F	F	F	300	F	F	F	F
12	2	9	389	2	47	7	1	44160	0	4	7	8	F	F	F	F	160	F	F	F	F
36	5	11	89	3	37	33	4	44239	0	4	9	21	T	F	F	F	550	F	T	F	F
12	0	0	0	0	56	0	1	44291	0	3	10	43	F	F	F	F	100	F	F	F	F
48	6	12	293	3	31	37	1	44325	0	5	0	12	F	F	F	F	280	F	F	F	F
36	27	20	524	13	39	33	0	44194	0	1	11	21	F	F	F	F	810	F	F	T	F
24	0	0	0	0	49	20	3	44769	0	1	0	23	F	F	F	F	300	F	F	F	F
36	0	0	0	0	18	25	0	44639	0	3	9	50	T	F	F	T	0	F	F	T	T
12	2	11	249	1	20	10	2	44782	0	5	11	31	F	F	F	F	260	F	F	F	F
0	0	0	0	0	30	-2	0	44882	0	5	10	19	F	F	F	F	0	F	F	F	F
0	0	0	0	0	29	-3	1	44918	0	1	10	34	T	F	T	F	100	F	F	F	T
24	2	13	159	1	48	17	5	45107	0	7	8	8	F	T	F	F	560	F	F	F	F
36	3	11	163	2	38	24	1	45220	0	1	11	32	F	F	F	F	190	F	T	F	F
36	22	16	590	9	26	33	0	45184	0	5	8	30	F	F	F	F	660	F	F	F	F
24	0	0	0	0	26	20	0	45291	0	2	10	6	F	F	F	F	0	F	F	F	F
24	17	18	448	11	36	14	4	45309	0	2	10	33	F	F	F	T	910	F	F	T	F
24	0	0	0	0	47	13	0	45440	0	2	9	22	F	F	F	T	0	F	F	T	F
48	0	0	0	0	54	35	0	45455	0	6	7	35	F	F	F	F	0	F	F	F	F
12	0	0	0	0	28	-1	3	45456	0	4	9	23	F	F	F	F	300	F	F	F	F
36	0	0	0	0	54	24	1	45280	0	5	11	23	F	T	T	F	100	F	F	F	F
36	0	0	0	0	34	28	3	45364	0	5	11	39	F	T	F	T	300	F	F	T	F
24	2	10	60	2	29	15	4	45488	0	4	10	39	F	T	F	F	460	F	F	F	T
36	3	11	299	1	21	25	4	45588	0	6	10	7	F	F	F	F	490	F	F	F	F
48	0	0	0	0	52	36	3	45382	0	7	10	2	F	F	T	F	300	F	F	F	F
36	3	9	269	1	20	33	0	45465	0	1	10	10	F	F	F	F	90	T	F	F	F
24	2	8	179	1	37	16	1	45582	0	1	10	38	F	T	F	F	160	F	F	F	F
0	3	0	0	0	20	-2	0	45842	0	6	8	23	F	F	F	F	90	F	F	F	F
12	4	11	159	3	40	10	0	45957	0	6	9	29	F	F	F	F	120	F	F	T	F
24	3	8	169	1	44	16	2	45731	0	2	8	5	F	F	F	F	290	F	F	F	F
36	0	0	0	0	27	35	3	45799	0	4	9	31	T	F	F	F	300	F	F	F	F
